steamid,wave
76561199482383441, 77.67
76561199183975243, 77.67
76561198999501796, 77.67
76561199065277317, 77.65
76561199377114432, 77.64
76561199480881020, 77.62
76561199095214783, 77.62
76561198262286516, 77.62
76561197978524161, 77.61
76561199014668877, 77.61
76561199097791779, 77.61
76561199226008044, 77.60
76561199466724922, 77.59
76561199056241506, 77.52
76561199007835938, 77.52
76561199211869992, 77.52
76561199366208097, 77.51
76561199435369607, 77.50
76561199097202676, 77.50
76561198080447147, 77.50
76561199079961305, 77.49
76561199222656383, 77.48
76561198445629780, 77.46
76561199519933706, 77.45
76561198414408719, 77.44
76561198083969998, 77.44
76561199135781143, 77.43
76561199375529372, 77.41
76561199111875766, 77.40
76561199544606167, 77.39
76561198349108746, 77.38
76561199092531385, 77.38
76561199092855951, 77.36
76561199250132552, 77.35
76561198169885089, 77.35
76561198284579211, 77.29
76561199214598782, 77.29
76561198103645497, 77.29
76561198796262405, 77.28
76561198414192205, 77.26
76561199379498358, 77.26
76561199130953097, 77.18
76561198378449609, 77.17
76561198829831888, 77.16
76561199396915531, 77.15
76561198239178384, 77.14
76561199112455689, 77.07
76561199507161614, 77.00
76561198809983201, 77.00
76561198353145351, 77.00
76561198310163365, 77.00
76561198073367375, 77.00
76561198015210599, 76.96
76561199535917563, 76.95
76561198119198749, 76.90
76561198872439196, 76.88
76561198078594280, 76.86
76561199427055154, 76.86
76561198930981601, 76.85
76561199224545653, 76.84
76561199580332995, 76.82
76561199149140842, 76.80
76561198318943915, 76.80
76561199784582444, 76.78
76561198987828664, 76.78
76561198010427689, 76.78
76561199224949704, 76.77
76561199185754024, 76.76
76561199594260688, 76.76
76561199232748529, 76.75
76561199229833818, 76.71
76561199241335529, 76.69
76561199058585063, 76.68
76561199065307354, 76.68
76561199170704011, 76.64
76561199076788458, 76.62
76561199385580785, 76.61
76561199109714268, 76.61
76561198444070975, 76.61
76561199473809410, 76.60
76561198857239875, 76.60
76561199070566713, 76.57
76561198405643130, 76.57
76561199000251250, 76.56
76561198204986907, 76.56
76561199069563637, 76.54
76561199701703013, 76.53
76561199008450240, 76.52
76561199020822968, 76.51
76561198801061503, 76.50
76561198353173743, 76.48
76561199015372105, 76.47
76561198080130531, 76.45
76561199016985406, 76.44
76561199698694667, 76.41
76561199120774107, 76.41
76561198832994605, 76.39
76561199079425446, 76.36
76561198403889936, 76.36
76561198209822640, 76.35
76561199326906845, 76.35
76561198797317256, 76.35
76561198345696518, 76.34
76561198201187457, 76.32
76561199641090190, 76.31
76561199046553264, 76.30
76561198155599911, 76.28
76561199489506693, 76.26
76561199485092998, 76.26
76561198102338024, 76.25
76561198221455840, 76.24
76561198009025947, 76.24
76561198980431653, 76.24
76561198426639132, 76.22
76561199445895381, 76.21
76561198886258415, 76.18
76561199030438045, 76.18
76561198831395598, 76.17
76561198345466410, 76.15
76561198065641028, 76.15
76561198779497931, 76.13
76561199074895410, 76.06
76561198308888967, 76.04
76561199549589441, 76.00
76561199237942399, 76.00
76561198962481001, 76.00
76561198803883703, 76.00
76561198277502324, 76.00
76561198032621684, 75.97
76561199405349061, 75.97
76561198370866973, 75.94
76561198242603124, 75.93
76561198283821056, 75.93
76561198347127171, 75.92
76561199234812006, 75.91
76561199556100002, 75.91
76561198105453196, 75.89
76561199484548640, 75.89
76561199133552185, 75.88
76561198111881587, 75.84
76561198967473842, 75.83
76561199477138263, 75.82
76561199742704539, 75.81
76561199586976344, 75.80
76561199791491145, 75.80
76561199479326170, 75.80
76561199114749133, 75.80
76561199523931098, 75.78
76561198228262184, 75.77
76561198841193597, 75.76
76561199163335324, 75.74
76561199006826379, 75.74
76561198078899218, 75.74
76561199387316415, 75.73
76561199609854045, 75.71
76561198226808448, 75.71
76561199086874955, 75.68
76561198289583832, 75.68
76561199869035949, 75.68
76561199487108994, 75.64
76561198799084463, 75.64
76561199119064102, 75.63
76561198442709481, 75.62
76561199473874787, 75.61
76561199216381546, 75.61
76561199068485449, 75.59
76561198314207502, 75.59
76561199208899091, 75.57
76561199308468894, 75.57
76561198819747410, 75.56
76561199887935831, 75.56
76561198425078951, 75.55
76561199221488818, 75.54
76561199004738566, 75.53
76561199048661605, 75.53
76561199189231900, 75.53
76561198887009890, 75.52
76561198243520314, 75.50
76561199204713166, 75.47
76561198289650060, 75.47
76561198403645140, 75.45
76561198145574138, 75.44
76561199826424649, 75.42
76561199540108499, 75.42
76561199811516521, 75.41
76561198270943296, 75.40
76561198275822545, 75.38
76561199117037106, 75.38
76561198267488298, 75.38
76561198107565370, 75.38
76561198798923307, 75.34
76561199061375061, 75.33
76561199000389489, 75.33
76561198432323923, 75.33
76561198355796366, 75.33
76561198278269827, 75.33
76561198215810708, 75.33
76561198095736714, 75.33
76561198065950301, 75.33
76561199850222206, 75.32
76561199068433826, 75.32
76561199619898522, 75.31
76561198042468626, 75.31
76561199326940415, 75.30
76561198886355788, 75.30
76561199784302551, 75.29
76561199471760564, 75.29
76561199379200276, 75.29
76561198369340453, 75.29
